dimension,num_prod,run,iters_to_NE,NE,converged
15,100,2,21,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,3,18,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,4,15,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,5,15,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,6,22,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,7,30,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,8,22,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,9,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,10,25,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,11,21,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,12,21,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,13,16,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,14,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,15,23,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,16,24,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,17,19,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,18,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,19,31,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,20,14,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,21,19,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,22,16,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,23,22,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,24,26,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,25,21,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,26,18,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,27,13,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,28,17,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,29,19,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,30,23,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,31,25,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,32,17,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,33,16,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,34,13,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,35,16,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,36,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,37,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,38,11,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
15,100,39,20,[6. 7. 9. 7. 6. 7. 4. 7. 6. 6. 7. 6. 6. 8. 8.],True
20,10,0,7,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,1,9,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,2,7,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,3,8,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,4,8,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,5,9,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,6,8,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,7,5,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,8,6,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,9,7,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,10,9,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,11,7,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,12,8,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,13,5,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,14,11,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,15,11,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,16,9,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,17,8,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,18,6,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,19,6,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,20,12,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
20,10,21,14,[0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 0. 1. 1.],True
