dimension,num_prod,run,iters_to_NE,NE,converged
5,100,27,17,[15. 22. 15. 18. 30.],True
5,100,28,22,[15. 22. 15. 18. 30.],True
5,100,29,24,[15. 22. 15. 18. 30.],True
5,100,30,13,[15. 22. 15. 18. 30.],True
5,100,31,24,[15. 22. 15. 18. 30.],True
5,100,32,18,[15. 22. 15. 18. 30.],True
5,100,33,23,[15. 22. 15. 18. 30.],True
5,100,34,13,[15. 22. 15. 18. 30.],True
5,100,35,18,[15. 22. 15. 18. 30.],True
5,100,36,18,[15. 22. 15. 18. 30.],True
5,100,37,17,[15. 22. 15. 18. 30.],True
5,100,38,22,[15. 22. 15. 18. 30.],True
5,100,39,18,[15. 22. 15. 18. 30.],True
10,10,0,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,1,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,2,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,3,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,4,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,5,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,6,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,7,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,8,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,9,3,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,10,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,11,8,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,12,9,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,13,3,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,14,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,15,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,16,4,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,17,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,18,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,19,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,20,4,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,21,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,22,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,23,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,24,4,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,25,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,26,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,27,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,28,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,29,4,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,30,4,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,31,7,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,32,5,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,33,9,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,34,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,35,9,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
10,10,36,6,[2. 0. 0. 1. 2. 1. 1. 1. 0. 2.],True
